Restaurant,Location,Gener,Price,Google Map
源一,School,Buffet,3,https://maps.app.goo.gl/4WmiudjkdLEYJU3KA
二餐早餐店,School,Breakfast,2,
蘿西媽媽,Deming Rd,Breakfast,2,https://maps.app.goo.gl/748nU2nfY17ksCQj9
山東手工水餃館,Deming Rd,Noodles,3,https://maps.app.goo.gl/4yfY59gotScrFqUu9
